world_name,day,group_id,config_fingerprint,utility_profile,row_count,policy_payload_count,control_payload_count,policy_payload_coverage,control_payload_coverage,uses_post_outcome_information_true_count,all_uses_post_outcome_information_false,strategy_changed_count,all_strategy_unchanged,semantic_fallback_count,semantic_fallback_rate,rule_fallback_count,rule_fallback_rate,safety_guard_fallback_count,safety_guard_fallback_rate,intervention_applied_count,intervention_applied_rate,mean_total_variation_distance,max_total_variation_distance,ignored_post_outcome_fields_seen_count,mean_pi_attempt,mean_pi_help,mean_pi_avoid,mean_shadow_top_prob,actual_shadow_top_match_rate,c_hat_before_mean,c_hat_after_mean,c_hat_before_pi_avoid_corr,c_hat_after_pi_avoid_corr_post_update_audit,actual_attempt_share,shadow_top_attempt_share,mean_confidence_attempt,mean_entropy_attempt,mean_pi_prior_attempt,mean_pi_llm_attempt,mean_pi_semantic_attempt,mean_pi_ref_attempt,mean_pi_bayes_attempt,mean_pi_final_attempt,mean_semantic_delta_attempt,mean_delta_applied_attempt,mean_bayesian_shift_before_floor_attempt,mean_final_delta_after_floor_attempt,actual_help_share,shadow_top_help_share,mean_confidence_help,mean_entropy_help,mean_pi_prior_help,mean_pi_llm_help,mean_pi_semantic_help,mean_pi_ref_help,mean_pi_bayes_help,mean_pi_final_help,mean_semantic_delta_help,mean_delta_applied_help,mean_bayesian_shift_before_floor_help,mean_final_delta_after_floor_help,actual_avoid_share,shadow_top_avoid_share,mean_confidence_avoid,mean_entropy_avoid,mean_pi_prior_avoid,mean_pi_llm_avoid,mean_pi_semantic_avoid,mean_pi_ref_avoid,mean_pi_bayes_avoid,mean_pi_final_avoid,mean_semantic_delta_avoid,mean_delta_applied_avoid,mean_bayesian_shift_before_floor_avoid,mean_final_delta_after_floor_avoid
high_friction_low_assist,7,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,118,118,118,1.0,1.0,0,1,118,0,0,0.0,0,0.0,0,0.0,19,0.1610169492,0.0046313234,0.0506817686,0,0.3232093851,0.3397613378,0.337029277,0.3707459059,0.3050847458,0.2738353503,0.2516856805,-0.7673846238,-0.7491171819,0.2542372881,0.1355932203,0.2037530266,0.7367412441,0.34,0.18,0.26,0.26,0.3232093851,0.261132431,-0.08,0.0002262575,0.001132431,0.001132431,0.4322033898,0.406779661,0.3251008878,0.5203413186,0.33,0.57,0.45,0.45,0.3397613378,0.4459314734,0.12,-0.0052746999,-0.0040685266,-0.0040685266,0.313559322,0.4576271186,0.2584342211,0.1381674036,0.33,0.25,0.29,0.29,0.337029277,0.2929360956,-0.04,0.0019806964,0.0029360956,0.0029360956
high_friction_low_assist,8,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,119,119,119,1.0,1.0,0,1,119,0,0,0.0,0,0.0,0,0.0,31,0.2605042017,0.0076666271,0.0539602865,0,0.3179691745,0.3411159829,0.3409148426,0.3746864384,0.2941176471,0.2562687967,0.2369767329,-0.7413204213,-0.7187238163,0.2857142857,0.1008403361,0.224889956,0.7344583634,0.34,0.18,0.26,0.26,0.3179691745,0.2624428189,-0.08,0.0005775729,0.0024428189,0.0024428189,0.3865546218,0.4201680672,0.3493397359,0.5126940976,0.33,0.57,0.45,0.45,0.3411159829,0.4432582908,0.12,-0.0093058531,-0.0067417092,-0.0067417092,0.3277310924,0.4789915966,0.2613712152,0.1382077775,0.33,0.25,0.29,0.29,0.3409148426,0.2942988903,-0.04,0.0022700645,0.0042988903,0.0042988903
high_friction_low_assist,9,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,116,116,116,1.0,1.0,0,1,116,0,1,0.0086206897,0,0.0,0,0.0,26,0.224137931,0.0068702785,0.0698044196,0,0.3150968286,0.3373262667,0.3475769047,0.3738902562,0.3620689655,0.2360786677,0.2169004327,-0.7206979438,-0.7206490064,0.1896551724,0.1034482759,0.241954023,0.7268905373,0.34,0.1813218391,0.2606896552,0.2606896552,0.3150968286,0.2620002065,-0.0793103448,0.0,0.0013105513,0.0013105513,0.5,0.3620689655,0.3364395183,0.5110100257,0.33,0.5679597701,0.4489655172,0.4489655172,0.3373262667,0.443032352,0.1189655172,-0.0076123568,-0.0059331653,-0.0059331653,0.3103448276,0.5344827586,0.270922277,0.1345686342,0.33,0.2507183908,0.2903448276,0.2903448276,0.3475769047,0.2949674416,-0.0396551724,0.0032602612,0.004622614,0.004622614
low_friction_high_assist,0,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,116,116,116,1.0,1.0,0,1,116,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.3352820054,0.3635612301,0.3011567645,0.3635612301,0.3706896552,0.4745165424,0.4662296553,0.1435146835,-0.0088885912,0.3275862069,0.0,0.0,0.7655078683,0.34,0.18,0.26,0.26,0.3352820054,0.26,-0.08,0.0,0.0,0.0,0.3706896552,1.0,0.0,0.5707187719,0.33,0.57,0.45,0.45,0.3635612301,0.45,0.12,0.0,0.0,0.0,0.3017241379,0.0,0.0448275862,0.2215400027,0.33,0.25,0.29,0.29,0.3011567645,0.29,-0.04,0.0,0.0,0.0
low_friction_high_assist,1,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,110,110,110,1.0,1.0,0,1,110,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.336057354,0.3746628352,0.2892798108,0.3872657724,0.4,0.4777750192,0.4832899276,-0.5861271253,-0.4228334355,0.2090909091,0.2636363636,0.0581818182,0.7578766726,0.34,0.18,0.26,0.26,0.336057354,0.26,-0.08,0.0,0.0,0.0,0.5272727273,0.7363636364,0.0618181818,0.5582780467,0.33,0.57,0.45,0.45,0.3746628352,0.45,0.12,0.0,0.0,0.0,0.2636363636,0.0,0.0832900433,0.2055091125,0.33,0.25,0.29,0.29,0.2892798108,0.29,-0.04,0.0,0.0,0.0
low_friction_high_assist,2,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,115,115,115,1.0,1.0,0,1,115,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.3334087609,0.3860682756,0.2805229635,0.3980686552,0.4086956522,0.4940635542,0.5032963305,-0.5456288026,-0.4195153326,0.2260869565,0.2347826087,0.0666666667,0.756632821,0.34,0.18,0.26,0.26,0.3334087609,0.26,-0.08,0.0,0.0,0.0,0.4869565217,0.7652173913,0.111884058,0.5463474295,0.33,0.57,0.45,0.45,0.3860682756,0.45,0.12,0.0,0.0,0.0,0.2869565217,0.0,0.0987163561,0.1996030508,0.33,0.25,0.29,0.29,0.2805229635,0.29,-0.04,0.0,0.0,0.0
low_friction_high_assist,3,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,117,117,117,1.0,1.0,0,1,117,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.338807314,0.379003901,0.282188785,0.3956184887,0.3846153846,0.5053535332,0.5068433013,-0.7547812908,-0.5941951746,0.2222222222,0.2564102564,0.0723646724,0.7556002183,0.34,0.18,0.26,0.26,0.338807314,0.26,-0.08,0.0,0.0,0.0,0.4615384615,0.7435897436,0.1065527066,0.5491705079,0.33,0.57,0.45,0.45,0.379003901,0.45,0.12,0.0,0.0,0.0,0.3162393162,0.0,0.0957264957,0.2009614059,0.33,0.25,0.29,0.29,0.282188785,0.29,-0.04,0.0,0.0,0.0
low_friction_high_assist,4,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,112,112,112,1.0,1.0,0,1,112,0,1,0.0089285714,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.3261706904,0.4006159851,0.2732133246,0.4121861503,0.3660714286,0.5059765576,0.5091362457,-0.7703716516,-0.6557039426,0.3392857143,0.2410714286,0.0773809524,0.755524333,0.34,0.1813690476,0.2607142857,0.2607142857,0.3261706904,0.2607142857,-0.0792857143,0.0,0.0,0.0,0.4285714286,0.7589285714,0.155952381,0.5394597259,0.33,0.5678869048,0.4489285714,0.4489285714,0.4006159851,0.4489285714,0.1189285714,0.0,0.0,0.0,0.2321428571,0.0,0.1119897959,0.1936748614,0.33,0.2507440476,0.2903571429,0.2903571429,0.2732133246,0.2903571429,-0.0396428571,0.0,0.0,0.0
low_friction_high_assist,5,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,118,118,118,1.0,1.0,0,1,118,0,3,0.0254237288,0,0.0,0,0.0,2,0.0169491525,0.0002073007,0.0122307431,0,0.3248449523,0.4099432758,0.2652117719,0.4233573427,0.3983050847,0.4873726248,0.4845262444,-0.7765489216,-0.6262581958,0.2881355932,0.1949152542,0.1271186441,0.748402985,0.34,0.1838983051,0.2620338983,0.2620338983,0.3248449523,0.2621098112,-0.0779661017,0.0,7.59129e-05,7.59129e-05,0.3898305085,0.7881355932,0.2129943503,0.5248065602,0.33,0.5639830508,0.4469491525,0.4469491525,0.4099432758,0.4470805403,0.1169491525,0.0,0.0001313878,0.0001313878,0.3220338983,0.0169491525,0.1553672316,0.1757820371,0.33,0.2521186441,0.2910169492,0.2910169492,0.2652117719,0.2908096484,-0.0389830508,-0.0002870284,-0.0002073007,-0.0002073007
low_friction_high_assist,6,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,121,121,121,1.0,1.0,0,1,121,0,0,0.0,0,0.0,0,0.0,4,0.0330578512,0.000208924,0.0105033763,0,0.3285068535,0.4168369539,0.2546561926,0.4323219078,0.4049586777,0.4797121617,0.4796473146,-0.7742736419,-0.7302019814,0.2314049587,0.2975206612,0.1832349469,0.7409552783,0.34,0.18,0.26,0.26,0.3285068535,0.2600054981,-0.08,0.0,5.4981e-06,5.4981e-06,0.4380165289,0.694214876,0.2780794963,0.5084651295,0.33,0.57,0.45,0.45,0.4168369539,0.4500095159,0.12,0.0,9.5159e-06,9.5159e-06,0.3305785124,0.0082644628,0.2286501377,0.147815781,0.33,0.25,0.29,0.29,0.2546561926,0.2899849861,-0.04,-1.74461e-05,-1.50139e-05,-1.50139e-05
low_friction_high_assist,7,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,117,117,117,1.0,1.0,0,1,117,0,0,0.0,0,0.0,0,0.0,18,0.1538461538,0.0025701438,0.0672727273,0,0.3384048869,0.4111799116,0.2504152015,0.4412484139,0.358974359,0.4842771872,0.480237313,-0.8006226323,-0.7706175503,0.2478632479,0.2991452991,0.2054945055,0.734493617,0.34,0.18,0.26,0.26,0.3384048869,0.2602372055,-0.08,0.0008547009,0.0002372055,0.0002372055,0.4444444444,0.6923076923,0.3236060236,0.4982420264,0.33,0.57,0.45,0.45,0.4111799116,0.4508954104,0.12,0.0019434139,0.0008954104,0.0008954104,0.3076923077,0.0085470085,0.2589336589,0.1381027128,0.33,0.25,0.29,0.29,0.2504152015,0.2888673841,-0.04,-0.0005125564,-0.0011326159,-0.0011326159
low_friction_high_assist,8,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,119,119,119,1.0,1.0,0,1,119,0,2,0.0168067227,0,0.0,0,0.0,31,0.2605042017,0.0057254681,0.0629893468,0,0.3311116183,0.4273149365,0.2415734453,0.4474889084,0.3445378151,0.5064235224,0.5110542842,-0.72300979,-0.6304304519,0.2857142857,0.2941176471,0.224889956,0.7295523597,0.34,0.1825770308,0.2613445378,0.2613445378,0.3311116183,0.2621361471,-0.0786554622,0.0015569829,0.0007916093,0.0007916093,0.3865546218,0.6974789916,0.3493397359,0.4934906389,0.33,0.566022409,0.4479831933,0.4479831933,0.4273149365,0.4504126668,0.1179831933,0.0034689797,0.0024294735,0.0024294735,0.3277310924,0.0084033613,0.2613712152,0.1382077775,0.33,0.2514005602,0.2906722689,0.2906722689,0.2415734453,0.2874511861,-0.0393277311,-0.0024920335,-0.0032210828,-0.0032210828
low_friction_high_assist,9,exp_20260513_policy_lite_semantic_v2_gated_lite_lambda050_maxdelta010_4world_10d_60min,c98bc572c7aad467,theory_v2,115,115,115,1.0,1.0,0,1,115,0,0,0.0,0,0.0,0,0.0,25,0.2173913043,0.0030618759,0.0284844141,0,0.3393247302,0.4176288752,0.2430463946,0.4383199387,0.4173913043,0.510257155,0.5122478216,-0.7777520691,-0.7255292428,0.1913043478,0.2956521739,0.2423188406,0.7259674071,0.34,0.18,0.26,0.26,0.3393247302,0.2603080401,-0.08,0.0,0.0003080401,0.0003080401,0.5217391304,0.7043478261,0.3350172533,0.5011070529,0.33,0.57,0.45,0.45,0.4176288752,0.4515003796,0.12,0.0010580608,0.0015003796,0.0015003796,0.2869565217,0.0,0.2689302968,0.1351307001,0.33,0.25,0.29,0.29,0.2430463946,0.2881915803,-0.04,-0.0020953,-0.0018084197,-0.0018084197
